fold,feature
2,BAC_G::Treponema
2,BAC_G::Trichococcus
2,BAC_G::Turneriella
2,BAC_G::U29-B03
2,BAC_G::UCG-002
2,BAC_G::UCG-004
2,BAC_G::UCG-009
2,BAC_G::UCG-010
2,BAC_G::UCG-012
2,BAC_G::Uliginosibacterium
2,BAC_G::Vermiphilaceae
2,BAC_G::Vulcanibacillus
2,BAC_G::W27
2,BAC_G::W5
2,BAC_G::W5053
2,BAC_G::WCHB1-02
2,BAC_G::WCHB1-41
2,BAC_G::WCHB1-81
2,BAC_G::WPS-2
2,BAC_G::WS1
2,BAC_G::WWE3
2,BAC_G::Weissella
2,BAC_G::XBB1006
2,BAC_G::Zixibacteria
2,BAC_G::Zoogloea
2,BAC_G::c5LKS83
2,BAC_G::env.OPS_17
2,BAC_G::horsej-a03
2,BAC_G::p-251-o5
2,BAC_G::unidentified
2,ARC_G::Aenigmarchaeales
2,ARC_G::Bathyarchaeia
