fold,block,feature,training_samples_above_0_1_percent
1,BAC_F,BAC_F::SJA-28,38
1,BAC_F,BAC_F::SM1A07,0
1,BAC_F,BAC_F::SRB2,12
1,BAC_F,BAC_F::ST-12K33,54
1,BAC_F,BAC_F::ST-NAGAB-D1,0
1,BAC_F,BAC_F::Saccharimonadaceae,2
1,BAC_F,BAC_F::Saccharimonadales,15
1,BAC_F,BAC_F::Saprospiraceae,41
1,BAC_F,BAC_F::Schlesneriaceae,0
1,BAC_F,BAC_F::Sedimentibacteraceae,80
1,BAC_F,BAC_F::Selenomonadaceae,1
1,BAC_F,BAC_F::Simkaniaceae,0
1,BAC_F,BAC_F::Smithellaceae,43
1,BAC_F,BAC_F::Solibacteraceae,2
1,BAC_F,BAC_F::Sphingobacteriaceae,1
1,BAC_F,BAC_F::Sphingomonadaceae,33
1,BAC_F,BAC_F::Spirochaetaceae,79
1,BAC_F,BAC_F::Spongiibacteraceae,14
1,BAC_F,BAC_F::Sporichthyaceae,7
1,BAC_F,BAC_F::Sporolactobacillaceae,0
1,BAC_F,BAC_F::Sporomusaceae,4
1,BAC_F,BAC_F::Steroidobacteraceae,3
1,BAC_F,BAC_F::Streptococcaceae,31
1,BAC_F,BAC_F::Succinivibrionaceae,0
1,BAC_F,BAC_F::Sulfurimonadaceae,0
1,BAC_F,BAC_F::Sulfurospirillaceae,0
1,BAC_F,BAC_F::Sulfurovaceae,0
1,BAC_F,BAC_F::Sumerlaeaceae,7
1,BAC_F,BAC_F::Sutterellaceae,23
1,BAC_F,BAC_F::Sva0485,2
1,BAC_F,BAC_F::Symbiobacteraceae,4
1,BAC_F,BAC_F::Synergistaceae,83
1,BAC_F,BAC_F::Syntrophaceae,22
1,BAC_F,BAC_F::Syntrophobacteraceae,21
1,BAC_F,BAC_F::Syntrophobotulaceae,1
1,BAC_F,BAC_F::Syntrophomonadaceae,79
1,BAC_F,BAC_F::Syntrophorhabdaceae,45
1,BAC_F,BAC_F::Syntrophotaleaceae,8
1,BAC_F,BAC_F::T34,0
1,BAC_F,BAC_F::TA06,4
1,BAC_F,BAC_F::TTA-B1,2
1,BAC_F,BAC_F::Tannerellaceae,38
1,BAC_F,BAC_F::Thermaceae,3
1,BAC_F,BAC_F::Thermacetogeniaceae,23
1,BAC_F,BAC_F::Thermoanaerobaculaceae,16
1,BAC_F,BAC_F::Thermotaleaceae,2
1,BAC_F,BAC_F::Thermovenabulales,17
1,BAC_F,BAC_F::Thioalkalispiraceae,0
1,BAC_F,BAC_F::Trueperaceae,1
1,BAC_F,BAC_F::UASB-TL25,0
1,BAC_F,BAC_F::UCG-010,53
1,BAC_F,BAC_F::VHS-B3-70,0
1,BAC_F,BAC_F::Veillonellaceae,3
1,BAC_F,BAC_F::Vermiphilaceae,2
1,BAC_F,BAC_F::Verrucomicrobiaceae,0
1,BAC_F,BAC_F::Vibrionaceae,1
1,BAC_F,BAC_F::W27,64
1,BAC_F,BAC_F::WCHB1-02,47
1,BAC_F,BAC_F::WCHB1-41,64
1,BAC_F,BAC_F::WCHB1-81,19
1,BAC_F,BAC_F::WD260,0
1,BAC_F,BAC_F::WPS-2,1
1,BAC_F,BAC_F::WS1,30
1,BAC_F,BAC_F::WWE3,1
1,BAC_F,BAC_F::Weeksellaceae,15
1,BAC_F,BAC_F::Williamwhitmaniaceae,37
1,BAC_F,BAC_F::Wohlfahrtiimonadaceae,1
1,BAC_F,BAC_F::Xanthobacteraceae,24
1,BAC_F,BAC_F::Xanthomonadaceae,41
1,BAC_F,BAC_F::Yersiniaceae,3
1,BAC_F,BAC_F::Z4MB62,2
1,BAC_F,BAC_F::Zixibacteria,2
1,BAC_F,BAC_F::c5LKS83,3
1,BAC_F,BAC_F::cvE6,1
1,BAC_F,BAC_F::env.OPS_17,0
1,BAC_F,BAC_F::p-251-o5,5
1,BAC_F,BAC_F::unidentified,85
1,ARC_F,ARC_F::Aenigmarchaeales,2
1,ARC_F,ARC_F::Bathyarchaeia,35
1,ARC_F,ARC_F::LKM11,0
1,ARC_F,ARC_F::Lokiarchaeia,1
1,ARC_F,ARC_F::Methanocorpusculaceae,15
1,ARC_F,ARC_F::Methanofastidiosaceae,76
1,ARC_F,ARC_F::Methanomassiliicoccaceae,73
1,ARC_F,ARC_F::Methanomethyliaceae,9
1,ARC_F,ARC_F::Methanomethylophilaceae,33
1,ARC_F,ARC_F::Methanomicrobiaceae,78
1,ARC_F,ARC_F::Methanomicrobiales,20
1,ARC_F,ARC_F::Methanoregulaceae,66
1,ARC_F,ARC_F::Methanosaetaceae,80
1,ARC_F,ARC_F::Methanosarcinaceae,68
1,ARC_F,ARC_F::Methanospirillaceae,75
1,ARC_F,ARC_F::Micrarchaeales,10
1,ARC_F,ARC_F::Nitrososphaeraceae,6
1,ARC_F,ARC_F::Odinarchaeia,0
1,ARC_F,ARC_F::Rhinosporideacae,1
1,ARC_F,ARC_F::SCGC_AAA011-D5,27
1,ARC_F,ARC_F::Teleostei,1
1,ARC_F,ARC_F::Veneroida,2
1,ARC_F,ARC_F::Woesearchaeales,5
1,ARC_F,ARC_F::unidentified,77
2,BAC_F,BAC_F::009E01-B-SD-P15,47
2,BAC_F,BAC_F::0319-6G20,9
2,BAC_F,BAC_F::053A03-B-DI-P58,1
2,BAC_F,BAC_F::1-20,5
2,BAC_F,BAC_F::113B434,2
2,BAC_F,BAC_F::37-13,2
2,BAC_F,BAC_F::4572-13,1
2,BAC_F,BAC_F::67-14,2
2,BAC_F,BAC_F::A0839,8
2,BAC_F,BAC_F::A21b,1
2,BAC_F,BAC_F::AKYH767,33
2,BAC_F,BAC_F::Absconditabacteriales_(SR1),8
2,BAC_F,BAC_F::Acetobacteraceae,9
2,BAC_F,BAC_F::Acetothermiia,4
2,BAC_F,BAC_F::Acholeplasmataceae,53
2,BAC_F,BAC_F::Acidaminococcaceae,17
2,BAC_F,BAC_F::Acidobacteriae,0
2,BAC_F,BAC_F::Actinomycetaceae,12
2,BAC_F,BAC_F::Aerococcaceae,0
2,BAC_F,BAC_F::Aeromonadaceae,12
2,BAC_F,BAC_F::Alcaligenaceae,4
2,BAC_F,BAC_F::Aminicenantales,34
