Model,candidate,scope,params,Multilabel MCC,Micro-AUPR,Micro-ROC-AUC
KNN,7,pooled_OOF,"{""weights"": ""distance"", ""p"": 1, ""n_neighbors"": 9}",0.31401051637786154,0.23959342096273706,0.7298857186685073
SVM,0,fold_1,"{""kernel"": ""rbf"", ""gamma"": 0.001, ""C"": 1}",0.47588638051272525,0.3694376860392811,0.8368368368368369
SVM,0,fold_2,"{""kernel"": ""rbf"", ""gamma"": 0.001, ""C"": 1}",0.2358348504831592,0.22210257632679134,0.6566265060240963
SVM,0,fold_3,"{""kernel"": ""rbf"", ""gamma"": 0.001, ""C"": 1}",0.0,0.3130004175767583,0.7897196261682243
SVM,0,fold_4,"{""kernel"": ""rbf"", ""gamma"": 0.001, ""C"": 1}",0.3763178043767687,0.6886430448797893,0.8488063660477453
SVM,0,fold_5,"{""kernel"": ""rbf"", ""gamma"": 0.001, ""C"": 1}",0.3968531468531469,0.3619794617601635,0.8697552447552448
SVM,0,pooled_OOF,"{""kernel"": ""rbf"", ""gamma"": 0.001, ""C"": 1}",0.33152967122936244,0.3661703441544442,0.7875824512962112
SVM,1,fold_1,"{""kernel"": ""rbf"", ""gamma"": 0.01, ""C"": 10}",0.0,0.20039003480185147,0.7447447447447447
SVM,1,fold_2,"{""kernel"": ""rbf"", ""gamma"": 0.01, ""C"": 10}",0.0,0.16121775064959704,0.6004016064257028
SVM,1,fold_3,"{""kernel"": ""rbf"", ""gamma"": 0.01, ""C"": 10}",0.0,0.25627170902854673,0.8259345794392523
SVM,1,fold_4,"{""kernel"": ""rbf"", ""gamma"": 0.01, ""C"": 10}",0.0,0.5050031515918249,0.7533156498673739
SVM,1,fold_5,"{""kernel"": ""rbf"", ""gamma"": 0.01, ""C"": 10}",0.07564093584889488,0.33118773128299084,0.7937062937062936
SVM,1,pooled_OOF,"{""kernel"": ""rbf"", ""gamma"": 0.01, ""C"": 10}",0.03336995823312232,0.2441070759814912,0.7147568645497775
SVM,2,fold_1,"{""kernel"": ""rbf"", ""gamma"": ""scale"", ""C"": 0.1}",0.0,0.37342048767863356,0.7507507507507507
SVM,2,fold_2,"{""kernel"": ""rbf"", ""gamma"": ""scale"", ""C"": 0.1}",0.0,0.2884447832003726,0.5742971887550201
SVM,2,fold_3,"{""kernel"": ""rbf"", ""gamma"": ""scale"", ""C"": 0.1}",0.0,0.6067656571245622,0.7862149532710281
